Customer_Id,Gender,Device_Type,Customer_Login_type,Order_Count,Gender_Conflict_Flag,Device_Conflict_Flag,Login_Type_Conflict_Flag
10399,Female,Web,Member,2,1,0,0
10400,Female,Web,Member,1,0,0,0
10401,Female,Web,Member,1,0,0,0
10403,Male,Web,Member,1,0,0,0
10404,Male,Web,Member,2,0,0,0
10406,Male,Web,Member,1,0,0,0
10407,Female,Web,Member,1,0,0,0
10408,Male,Web,Member,1,0,0,0
10411,Male,Web,Member,1,0,0,0
10412,Male,Web,Member,1,0,0,0
10414,Male,Web,Member,2,0,0,0
10415,Male,Web,Member,1,0,0,0
10417,Female,Web,Member,1,0,0,0
10420,Female,Web,First SignUp,1,0,0,0
10421,Male,Web,Member,1,0,0,0
10422,Female,Web,Guest,1,0,0,0
10425,Female,Web,Member,1,0,0,0
10426,Male,Web,Member,1,0,0,0
10429,Male,Web,Member,1,0,0,0
10434,Male,Web,Member,3,1,0,1
10436,Male,Web,Member,4,1,0,0
10437,Female,Web,Member,1,0,0,0
10440,Male,Web,Member,1,0,0,0
10441,Male,Web,Member,2,0,0,0
10448,Male,Web,Member,1,0,0,0
10453,Female,Web,Member,1,0,0,0
10454,Male,Web,Member,1,0,0,0
10456,Male,Web,Member,2,0,0,0
10457,Male,Web,Guest,2,0,0,1
10460,Male,Web,Member,2,0,0,0
10462,Male,Web,Member,1,0,0,0
10464,Male,Web,Member,1,0,0,0
10468,Male,Web,Member,1,0,0,0
10470,Male,Web,Member,1,0,0,0
10477,Male,Web,Member,1,0,0,0
10478,Male,Web,Member,1,0,0,0
10480,Male,Web,Member,1,0,0,0
10491,Male,Web,Member,3,0,0,0
10492,Male,Web,Member,1,0,0,0
10494,Female,Web,Member,1,0,0,0
10495,Male,Web,Member,1,0,0,0
10496,Female,Web,Member,2,1,0,0
10497,Male,Mobile,Member,1,0,0,0
10501,Male,Mobile,Member,1,0,0,0
10503,Male,Web,Member,1,0,0,0
10507,Male,Web,Member,1,0,0,0
10508,Female,Web,Member,1,0,0,0
10513,Male,Web,Member,1,0,0,0
10516,Male,Web,Member,1,0,0,0
10518,Male,Web,Member,1,0,0,0
10519,Male,Web,Member,1,0,0,0
10524,Female,Web,Member,1,0,0,0
10528,Female,Web,Member,1,0,0,0
10529,Female,Web,Member,2,1,0,0
10530,Male,Web,Member,1,0,0,0
10534,Female,Web,Member,1,0,0,0
10535,Male,Mobile,Member,1,0,0,0
10538,Male,Web,Member,1,0,0,0
10539,Female,Web,Member,1,0,0,0
10541,Female,Web,Member,2,1,0,0
10543,Female,Web,Guest,2,1,0,1
10545,Male,Web,Member,1,0,0,0
10546,Male,Web,Member,1,0,0,0
10550,Male,Web,Member,1,0,0,0
10552,Male,Mobile,Member,1,0,0,0
10555,Female,Web,Guest,2,1,0,1
10556,Male,Web,Member,2,0,0,0
10561,Male,Web,Member,1,0,0,0
10562,Female,Web,First SignUp,2,1,0,1
10566,Female,Web,Member,1,0,0,0
10568,Male,Web,Guest,2,0,0,1
10569,Male,Mobile,Member,1,0,0,0
10577,Male,Web,Member,1,0,0,0
10578,Female,Web,Member,1,0,0,0
10581,Female,Web,Member,1,0,0,0
10582,Female,Web,Member,2,0,0,0
10589,Male,Web,Member,1,0,0,0
10590,Female,Web,Member,1,0,0,0
10593,Male,Web,Member,1,0,0,0
10594,Male,Web,Member,1,0,0,0
10599,Female,Web,Member,1,0,0,0
10606,Female,Web,Member,2,1,0,0
10607,Male,Web,Member,1,0,0,0
10610,Male,Mobile,Member,1,0,0,0
10617,Male,Web,Member,2,0,0,0
10623,Female,Web,Member,1,0,0,0
10624,Female,Web,Guest,1,0,0,0
10628,Female,Web,Member,1,0,0,0
10629,Female,Web,Member,2,1,0,0
10632,Male,Web,Member,2,0,0,0
10634,Male,Web,Member,1,0,0,0
10637,Male,Web,Member,2,0,0,0
10638,Female,Web,Member,1,0,0,0
10642,Male,Web,Member,1,0,0,0
10643,Male,Web,Member,1,0,0,0
10647,Male,Web,Member,1,0,0,0
10648,Male,Web,Member,1,0,0,0
10649,Male,Web,Member,1,0,0,0
10651,Male,Web,Member,1,0,0,0
10652,Male,Web,Member,1,0,0,0
10653,Male,Web,Member,2,0,0,0
10654,Female,Web,Guest,2,1,0,1
10656,Male,Web,Member,1,0,0,0
10657,Male,Web,Member,1,0,0,0
10658,Male,Web,Member,2,0,0,0
10662,Female,Web,Member,1,0,0,0
10664,Male,Web,Member,1,0,0,0
10665,Male,Web,Member,1,0,0,0
10666,Male,Web,Guest,1,0,0,0
10668,Male,Web,Member,1,0,0,0
10669,Male,Web,Member,3,1,0,0
10671,Male,Web,Member,1,0,0,0
10672,Male,Mobile,Member,1,0,0,0
10673,Male,Web,Member,1,0,0,0
10675,Male,Web,Member,1,0,0,0
10678,Male,Web,Member,3,1,0,0
10683,Male,Web,Member,1,0,0,0
10684,Female,Web,Member,2,1,0,0
10685,Female,Web,Member,1,0,0,0
10686,Male,Web,Member,1,0,0,0
10687,Male,Web,Member,1,0,0,0
10689,Male,Web,Member,1,0,0,0
10690,Female,Web,Member,1,0,0,0
10695,Female,Web,Member,1,0,0,0
10696,Female,Web,Member,2,1,0,0
10698,Male,Web,Member,1,0,0,0
10704,Male,Web,Member,2,0,0,0
10705,Male,Web,Member,1,0,0,0
10708,Female,Web,Member,1,0,0,0
10709,Male,Web,Member,1,0,0,0
10710,Male,Web,Member,1,0,0,0
10719,Female,Mobile,Member,2,1,1,0
10720,Male,Web,Member,2,0,0,0
10721,Male,Web,Member,1,0,0,0
10722,Male,Web,Member,1,0,0,0
10723,Female,Web,First SignUp,1,0,0,0
10727,Male,Web,Member,2,0,0,0
10728,Male,Web,Member,1,0,0,0
10729,Male,Web,Member,1,0,0,0
10730,Female,Web,Member,1,0,0,0
10736,Male,Web,Member,1,0,0,0
10742,Female,Web,Member,2,1,0,0
10744,Female,Web,Member,1,0,0,0
10748,Male,Web,Member,1,0,0,0
10749,Male,Mobile,Member,1,0,0,0
10752,Male,Web,Member,1,0,0,0
10753,Female,Web,Member,2,1,0,0
10756,Male,Web,Member,1,0,0,0
10763,Male,Web,Guest,1,0,0,0
10764,Male,Web,Member,1,0,0,0
10765,Male,Web,Member,1,0,0,0
10769,Male,Web,Member,1,0,0,0
10770,Male,Web,Member,1,0,0,0
10772,Male,Web,Member,1,0,0,0
10773,Male,Web,Member,1,0,0,0
10776,Female,Web,Guest,1,0,0,0
10780,Male,Web,Member,1,0,0,0
10783,Female,Web,Member,1,0,0,0
10786,Male,Web,Member,1,0,0,0
10787,Male,Web,Member,1,0,0,0
10788,Male,Web,Member,2,0,0,0
10790,Male,Web,Member,1,0,0,0
10793,Female,Web,Member,2,1,0,0
10794,Female,Web,Member,1,0,0,0
10796,Male,Web,Member,1,0,0,0
10797,Male,Web,Member,1,0,0,0
10798,Male,Web,Member,1,0,0,0
10804,Male,Web,Member,3,0,0,0
10805,Male,Web,Member,1,0,0,0
10806,Female,Web,Member,1,0,0,0
10808,Male,Web,Member,1,0,0,0
10810,Male,Web,Member,3,0,0,0
10813,Male,Web,Member,1,0,0,0
10829,Male,Web,Member,1,0,0,0
10831,Male,Web,Member,2,0,0,0
10832,Female,Web,Guest,1,0,0,0
10833,Male,Web,Member,1,0,0,0
10838,Female,Web,Member,1,0,0,0
10839,Male,Web,Member,1,0,0,0
10844,Female,Web,Member,1,0,0,0
10846,Male,Web,Member,1,0,0,0
10855,Male,Web,Member,1,0,0,0
10861,Male,Web,Guest,2,0,0,1
10865,Male,Web,Member,1,0,0,0
10872,Female,Web,Member,1,0,0,0
10873,Female,Web,Member,2,0,0,0
10874,Female,Web,Member,2,1,0,0
10876,Male,Web,Member,2,0,0,0
10878,Male,Web,Member,2,0,0,0
10883,Male,Web,Member,2,0,0,0
10886,Male,Web,Member,1,0,0,0
10887,Female,Web,Member,2,1,0,0
10888,Male,Web,Member,1,0,0,0
10892,Female,Web,Member,1,0,0,0
10893,Male,Web,Member,1,0,0,0
10894,Female,Web,Member,2,0,0,0
10896,Male,Web,Member,1,0,0,0
10898,Male,Web,Member,1,0,0,0
10900,Male,Mobile,Member,1,0,0,0
10903,Male,Web,Member,1,0,0,0
10904,Female,Web,Member,1,0,0,0
10910,Female,Web,Guest,2,1,0,1
10912,Male,Web,Member,1,0,0,0
10915,Male,Mobile,Member,1,0,0,0
10916,Male,Web,Member,1,0,0,0
10919,Male,Web,Member,1,0,0,0
10924,Male,Web,Member,1,0,0,0
10925,Male,Web,Member,1,0,0,0
10926,Male,Web,Member,1,0,0,0
10929,Female,Web,Guest,1,0,0,0
10932,Male,Mobile,Member,1,0,0,0
10937,Male,Web,Member,2,0,0,0
10938,Male,Web,Member,1,0,0,0
10939,Male,Web,Member,1,0,0,0
10940,Female,Web,Member,1,0,0,0
10943,Female,Web,Member,2,1,0,0
10946,Male,Web,Member,2,0,0,0
10947,Female,Web,Member,1,0,0,0
10952,Male,Web,Member,1,0,0,0
10959,Male,Web,Member,1,0,0,0
10960,Female,Web,Member,1,0,0,0
10963,Male,Mobile,Member,1,0,0,0
10967,Male,Mobile,Member,1,0,0,0
10970,Male,Web,Member,1,0,0,0
10971,Female,Web,Member,2,1,0,0
10972,Female,Web,Member,1,0,0,0
10983,Male,Web,Member,1,0,0,0
10985,Male,Web,Member,1,0,0,0
10986,Male,Web,Member,1,0,0,0
10987,Female,Web,First SignUp,1,0,0,0
10988,Male,Web,Member,1,0,0,0
10992,Male,Mobile,Member,1,0,0,0
10993,Male,Web,Member,1,0,0,0
10996,Male,Web,Member,2,0,0,0
10997,Male,Web,Member,1,0,0,0
10998,Male,Web,Member,2,0,0,0
11002,Male,Web,Member,1,0,0,0
11005,Male,Web,Member,1,0,0,0
11009,Female,Web,Member,1,0,0,0
11011,Male,Web,Member,1,0,0,0
11015,Male,Web,Member,1,0,0,0
11016,Male,Web,Member,1,0,0,0
11018,Male,Web,Member,3,1,0,0
11021,Male,Web,Member,2,0,0,0
11023,Male,Web,Member,1,0,0,0
11026,Male,Web,Member,1,0,0,0
11029,Male,Web,Member,1,0,0,0
11032,Male,Web,Member,1,0,0,0
11034,Male,Web,Member,1,0,0,0
11037,Female,Web,Member,1,0,0,0
11038,Male,Web,Member,1,0,0,0
11040,Male,Web,Member,2,0,0,0
11041,Male,Web,Member,2,0,0,0
11043,Male,Web,Member,1,0,0,0
11046,Male,Web,Member,1,0,0,0
11050,Male,Web,Member,4,1,0,0
11053,Female,Web,Member,1,0,0,0
11054,Female,Web,Member,2,1,0,0
11055,Female,Web,Member,2,1,0,0
11059,Male,Mobile,Member,2,0,1,0
11061,Male,Web,Member,1,0,0,0
11063,Male,Web,Member,1,0,0,0
11066,Male,Web,Member,2,0,0,0
11068,Female,Web,Member,2,1,0,0
11069,Male,Mobile,Member,1,0,0,0
11070,Male,Web,Member,1,0,0,0
11071,Male,Web,Member,1,0,0,0
11073,Female,Web,Member,1,0,0,0
11076,Male,Web,Member,1,0,0,0
11077,Male,Web,Member,1,0,0,0
11078,Male,Web,Member,1,0,0,0
11080,Female,Web,First SignUp,1,0,0,0
11082,Male,Web,Member,1,0,0,0
11087,Female,Web,Member,1,0,0,0
11088,Male,Web,Member,1,0,0,0
11094,Male,Web,Member,1,0,0,0
11096,Male,Web,Member,1,0,0,0
11098,Male,Mobile,Member,1,0,0,0
11099,Female,Web,Member,1,0,0,0
11102,Male,Web,Guest,1,0,0,0
11105,Male,Web,Member,1,0,0,0
11106,Male,Web,Member,1,0,0,0
11107,Female,Web,Member,1,0,0,0
11113,Male,Web,Member,1,0,0,0
11114,Female,Mobile,Member,2,1,1,0
11117,Male,Web,Member,2,0,0,0
11118,Male,Web,Member,1,0,0,0
11119,Female,Web,Member,1,0,0,0
11121,Female,Web,Guest,2,1,0,1
11126,Male,Web,Member,1,0,0,0
11127,Female,Web,Member,1,0,0,0
11128,Male,Mobile,Member,1,0,0,0
11130,Male,Web,Member,1,0,0,0
11132,Male,Web,Member,1,0,0,0
11134,Male,Web,Member,2,0,0,0
11135,Male,Web,Member,1,0,0,0
11136,Male,Web,Member,1,0,0,0
11138,Female,Web,Member,1,0,0,0
11139,Male,Web,Member,2,0,0,0
11140,Male,Web,Member,3,0,0,0
11142,Male,Web,Member,1,0,0,0
11144,Male,Web,Member,2,0,0,0
11147,Male,Web,Member,2,0,0,0
11149,Female,Web,Member,1,0,0,0
11153,Female,Web,Member,1,0,0,0
11155,Female,Web,Member,1,0,0,0
11159,Female,Web,Member,1,0,0,0
11160,Male,Web,Member,1,0,0,0
11163,Male,Web,Member,2,0,0,0
11166,Male,Web,Member,1,0,0,0
11167,Male,Web,Member,1,0,0,0
11169,Male,Web,Member,1,0,0,0
11173,Male,Web,Member,2,0,0,0
11182,Female,Web,Member,2,1,0,0
11183,Male,Web,Member,1,0,0,0
11191,Male,Mobile,Member,2,0,1,0
11192,Male,Web,Member,1,0,0,0
11195,Female,Web,Member,2,0,0,0
11196,Female,Web,Guest,1,0,0,0
11199,Female,Web,Member,2,1,0,0
11206,Female,Web,Member,1,0,0,0
11209,Female,Web,Member,1,0,0,0
11210,Male,Web,Member,1,0,0,0
11217,Male,Web,Member,1,0,0,0
11218,Male,Web,Member,1,0,0,0
11220,Female,Web,Member,1,0,0,0
11225,Male,Web,Member,1,0,0,0
11226,Male,Web,Member,1,0,0,0
11227,Male,Web,Member,1,0,0,0
11229,Male,Web,Member,1,0,0,0
11231,Male,Web,Member,1,0,0,0
11236,Male,Web,Member,1,0,0,0
11240,Male,Web,Member,1,0,0,0
11244,Female,Web,Member,2,1,0,0
11247,Female,Web,Member,1,0,0,0
11256,Female,Web,Member,1,0,0,0
11257,Female,Web,Guest,1,0,0,0
11258,Male,Web,Member,1,0,0,0
11259,Male,Web,Member,1,0,0,0
11262,Male,Web,Member,1,0,0,0
11264,Male,Web,Member,1,0,0,0
11266,Male,Web,Member,1,0,0,0
11269,Male,Web,Member,1,0,0,0
11272,Male,Web,Member,1,0,0,0
11274,Male,Web,Member,1,0,0,0
11275,Male,Web,Member,1,0,0,0
11277,Female,Web,Member,2,1,0,0
11281,Male,Web,Member,1,0,0,0
11283,Male,Web,Member,1,0,0,0
11288,Male,Web,Member,1,0,0,0
11289,Male,Web,Member,1,0,0,0
11290,Female,Web,First SignUp,1,0,0,0
11291,Male,Web,Member,2,0,0,0
11293,Female,Web,Member,2,1,0,0
11294,Female,Web,Member,1,0,0,0
11302,Male,Web,Member,1,0,0,0
11305,Female,Web,Member,1,0,0,0
11306,Female,Web,Member,1,0,0,0
11307,Female,Web,Member,1,0,0,0
11309,Female,Web,Member,1,0,0,0
11310,Female,Web,Member,1,0,0,0
11312,Male,Web,Member,1,0,0,0
11320,Male,Web,Member,1,0,0,0
11321,Female,Web,Member,1,0,0,0
11325,Male,Web,Member,1,0,0,0
11326,Male,Web,Member,2,0,0,0
11329,Male,Web,Member,2,0,0,0
11330,Male,Web,Member,1,0,0,0
11333,Male,Web,Member,1,0,0,0
11335,Male,Mobile,Member,1,0,0,0
11339,Male,Web,Member,1,0,0,0
11342,Male,Web,Member,2,0,0,0
11347,Male,Web,Member,1,0,0,0
11349,Female,Web,Member,1,0,0,0
11355,Male,Mobile,Member,1,0,0,0
11357,Male,Web,Member,1,0,0,0
11358,Female,Web,Member,2,1,0,0
11359,Male,Web,Member,1,0,0,0
11364,Female,Web,First SignUp,1,0,0,0
11366,Male,Web,Member,1,0,0,0
11367,Male,Web,Member,1,0,0,0
11368,Female,Web,Member,1,0,0,0
11369,Male,Mobile,Member,1,0,0,0
11370,Male,Web,Member,1,0,0,0
11373,Female,Web,Member,1,0,0,0
11376,Male,Web,Member,1,0,0,0
11379,Male,Web,Member,1,0,0,0
11382,Female,Web,Member,1,0,0,0
11383,Male,Web,Member,1,0,0,0
11385,Male,Web,Member,1,0,0,0
11387,Female,Web,Guest,1,0,0,0
11388,Female,Web,Member,1,0,0,0
11389,Male,Web,Member,1,0,0,0
11391,Female,Web,Member,1,0,0,0
11395,Female,Web,Member,3,0,0,0
11397,Male,Web,Member,1,0,0,0
11399,Male,Web,Member,1,0,0,0
11400,Male,Web,Member,2,0,0,0
11404,Female,Web,Member,1,0,0,0
11406,Male,Web,Member,1,0,0,0
11408,Male,Web,Member,1,0,0,0
11413,Male,Web,Member,1,0,0,0
11414,Male,Web,Member,1,0,0,0
11417,Male,Web,Member,1,0,0,0
11420,Male,Web,Member,1,0,0,0
11421,Male,Web,Member,1,0,0,0
11423,Male,Web,Member,1,0,0,0
11426,Male,Web,Member,3,0,0,0
11427,Female,Web,Member,1,0,0,0
11431,Male,Web,Member,1,0,0,0
11432,Female,Mobile,First SignUp,2,1,1,1
11433,Female,Mobile,Member,2,1,1,0
11436,Male,Web,Member,1,0,0,0
11438,Female,Web,Member,1,0,0,0
11439,Male,Web,Member,1,0,0,0
11441,Male,Web,Member,1,0,0,0
11442,Male,Web,Member,2,0,0,0
11444,Male,Web,Member,1,0,0,0
11447,Male,Web,Member,2,0,0,0
11448,Male,Web,Member,1,0,0,0
11453,Male,Web,Member,1,0,0,0
11454,Male,Web,Member,1,0,0,0
11456,Female,Web,Member,1,0,0,0
11457,Male,Web,Member,1,0,0,0
11459,Male,Web,Member,1,0,0,0
11460,Male,Web,Member,1,0,0,0
11461,Male,Web,Member,1,0,0,0
11463,Male,Web,Member,1,0,0,0
11466,Male,Web,Member,1,0,0,0
11467,Male,Web,Member,1,0,0,0
11468,Male,Mobile,Member,1,0,0,0
11469,Male,Web,Member,1,0,0,0
11470,Female,Web,Member,1,0,0,0
11473,Female,Web,Member,1,0,0,0
11476,Female,Web,Member,1,0,0,0
11484,Male,Web,Member,1,0,0,0
11485,Male,Web,Member,2,0,0,0
11491,Male,Web,Member,2,0,0,0
11492,Female,Web,Member,1,0,0,0
11497,Female,Web,Guest,2,1,0,1
11498,Male,Mobile,Member,1,0,0,0
11499,Male,Web,Member,1,0,0,0
11501,Male,Web,Member,3,1,0,1
11502,Male,Web,Member,1,0,0,0
11503,Female,Web,Member,2,0,0,0
11505,Female,Web,Member,1,0,0,0
11506,Male,Web,Member,1,0,0,0
11507,Male,Web,Member,2,0,0,0
11508,Male,Web,Member,1,0,0,0
11509,Female,Web,Guest,1,0,0,0
11511,Female,Web,Member,2,1,0,0
11513,Female,Web,Member,1,0,0,0
11514,Female,Web,Guest,1,0,0,0
11519,Male,Web,Member,2,0,0,0
11520,Male,Web,Member,1,0,0,0
11522,Female,Web,Member,1,0,0,0
11526,Male,Web,Member,1,0,0,0
11528,Male,Web,Member,1,0,0,0
11529,Female,Web,Member,1,0,0,0
11530,Female,Web,Member,2,1,0,0
11532,Male,Web,Member,1,0,0,0
11537,Male,Web,Member,1,0,0,0
11543,Male,Mobile,Member,1,0,0,0
11544,Male,Web,Member,3,1,0,0
11545,Male,Web,Member,1,0,0,0
11548,Male,Web,Member,1,0,0,0
11553,Female,Web,Member,1,0,0,0
11555,Female,Web,Member,3,0,0,0
11558,Male,Web,Member,1,0,0,0
11564,Male,Web,Member,1,0,0,0
11565,Male,Web,Member,1,0,0,0
11571,Female,Web,Member,1,0,0,0
11574,Male,Web,Member,1,0,0,0
11577,Male,Web,Member,1,0,0,0
11582,Male,Web,Member,2,0,0,0
11583,Male,Web,Member,1,0,0,0
11586,Female,Web,Member,1,0,0,0
11588,Male,Web,Member,1,0,0,0
11591,Male,Web,Member,1,0,0,0
11593,Male,Web,Member,1,0,0,0
11596,Female,Mobile,Member,2,1,1,0
11597,Male,Web,Member,1,0,0,0
11601,Male,Web,Member,2,0,0,0
11602,Female,Web,Member,2,1,0,0
11603,Female,Web,Member,2,1,0,0
11604,Male,Web,Member,1,0,0,0
11610,Male,Mobile,Member,2,0,1,0
11611,Male,Web,Member,1,0,0,0
11612,Female,Web,Member,2,1,0,0
11614,Female,Web,Member,1,0,0,0
11621,Male,Web,Member,1,0,0,0
11623,Male,Web,Member,1,0,0,0
11626,Female,Web,Member,1,0,0,0
11627,Male,Web,Member,1,0,0,0
11629,Male,Web,Guest,2,0,0,1
11630,Male,Web,Member,3,1,0,0
11631,Male,Web,Member,1,0,0,0
11632,Female,Web,Guest,2,1,0,1
11633,Male,Web,Member,1,0,0,0
11634,Male,Web,Member,1,0,0,0
11643,Male,Web,Member,1,0,0,0
11644,Female,Web,Member,1,0,0,0
11645,Male,Web,Guest,1,0,0,0
11650,Male,Web,Member,1,0,0,0
11651,Male,Web,Member,1,0,0,0
11653,Male,Web,Member,1,0,0,0
11654,Male,Web,Member,1,0,0,0
11657,Female,Web,Member,1,0,0,0
11659,Male,Mobile,Member,1,0,0,0
11666,Female,Web,Guest,1,0,0,0
11671,Female,Web,Guest,2,1,0,1
11672,Male,Web,Member,1,0,0,0
11673,Male,Web,Member,1,0,0,0
11674,Female,Web,Member,1,0,0,0
11679,Male,Web,Member,2,0,0,0
11681,Male,Web,Member,1,0,0,0
11690,Female,Web,Member,1,0,0,0
11692,Female,Web,Member,2,1,0,0
11694,Female,Web,Member,1,0,0,0
11700,Male,Mobile,Member,2,0,1,0
11708,Male,Web,Member,1,0,0,0
11709,Female,Web,Member,1,0,0,0
11712,Male,Web,Member,1,0,0,0
11714,Male,Web,Member,1,0,0,0
11718,Male,Web,Member,1,0,0,0
11722,Male,Web,Member,2,0,0,0
11731,Female,Web,Member,2,1,0,0
11732,Male,Web,Member,1,0,0,0
11737,Male,Web,Member,1,0,0,0
11739,Male,Web,Member,1,0,0,0
